"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Collection_Date_UTC","Collection_Date_local","Collection_Time_UTC","Collection_Time_local","Field_Sample_Name","Cast_No.","Rosette_position","Field_collection_method","Preservation","Area.within.region","Station","Depth_m","Lat","Lon","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes"
"E367.1T","1","1",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"2:39:24 AM","","E367.1T","10102","2","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",1335,51.458,-130.846,1000,"Sean McAllister",""
"E367.2T","1","2",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"2:39:24 AM","","E367.2T","10102","2","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",1335,51.458,-130.846,1000,"Sean McAllister",""
"E367.3T","1","3",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"2:39:24 AM","","E367.3T","10102","2","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",1335,51.458,-130.846,1000,"Sean McAllister",""
"E368.1T","1","1",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"3:18:45 AM","","E368.1T","10109","9","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",100.7,51.457,-130.846,1000,"Sean McAllister",""
"E368.2T","1","2",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"3:18:45 AM","","E368.2T","10109","9","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",100.7,51.457,-130.846,1000,"Sean McAllister",""
"E368.3T","1","3",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"3:18:45 AM","","E368.3T","10109","9","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",100.7,51.457,-130.846,1000,"Sean McAllister",""
"E369.1B","1","1",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"3:38:25 AM","","E369.1B","10119","19","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",6,51.456,-130.847,1000,"Sean McAllister",""
"E369.2B","2","1",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"3:39:26 AM","","E369.2B","10120","20","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",5.2,51.456,-130.847,1000,"Sean McAllister",""
"E369.3B","3","1",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"3:39:42 AM","","E369.3B","10121","21","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC85",5,51.456,-130.847,1000,"Sean McAllister",""
"E370","1","1",FALSE,"WCOA21","2021_WCOA_RonBrown","6/25/21",NA,"1:58:18 PM","","E370","20102","2","Niskin; Sterivex 0.22µm filter","95% EtOH","West Coast","QC74",876.7,51.711,-130.642,1000,"Sean McAllister",""
