* Sea-Bird SBE 9 Data:
* Software Version Seasave V 7.26.7.107
* Vessel: NOAA Ship Ronald H. Brown
* Cruise: RB2102, West Coast Ocean Acidification (WCOA) 2021
* Dates: 20210622 to 20210723
* Region: NE Pacific, USA West Coast
* Ports: San Diego, CA to Port Angeles, WA to San Diego, CA
* Chief Scientists: R. Feely, NOAA PMEL; D. Greeley, NOAA PMEL; B. Carter, NOAA PMEL / UW CICOES
* Contacts: R. Feely, richard.a.feely@noaa.gov; D. Greeley, dana.greeley@noaa.gov; B. Carter, brendan.carter@noaa.gov
* Station: 078
* Cast: 1
* Cast Date-Time [GMT]: 10-Jul-2021 04:28:00
* Longitude: -123.7912 W
* Latitude: 38.8945 N
* Water Depth [m]: 100.6
**********
* Column  1: Pressure [decibar]
* Column  2: Depth [m]
* Column  3: Temperature ITS-90 [degree C]
* Column  4: Salinity PSS-78 [psu]
* Column  5: Sigma-theta EOS-80 [kg/m^3 - 1000]
* Column  6: Oxygen [ml/L]
* Column  7: Oxygen [umol/kg]
* Column  8: Fluorescence [volts]
* Column  9: Oxygen Reduction Potential [mV]
* Column 10: Altimeter [m]
**********
*END*
   3.00	   2.98	10.5852	33.9002	25.9926	 5.78	251.76	0.284	  170.46	 98.15
   4.00	   3.97	10.5850	33.8996	25.9922	 5.77	251.22	0.278	  170.46	 98.06
   5.00	   4.96	10.5856	33.8993	25.9919	 5.79	252.13	0.264	  170.27	 96.83
   6.00	   5.95	10.5855	33.8983	25.9912	 5.80	252.61	0.270	  170.27	 95.63
   7.00	   6.95	10.5852	33.8976	25.9906	 5.80	252.53	0.305	  170.18	 94.35
   8.00	   7.94	10.5832	33.8960	25.9898	 5.79	251.87	0.282	  170.08	 93.33
   9.00	   8.93	10.5846	33.8958	25.9894	 5.80	252.34	0.300	  169.98	 92.69
  10.00	   9.92	10.5849	33.8954	25.9891	 5.80	252.49	0.261	  169.89	 91.67
  11.00	  10.92	10.5850	33.8952	25.9889	 5.80	252.66	0.255	  169.77	 90.91
  12.00	  11.91	10.5850	33.8951	25.9889	 5.80	252.41	0.252	  169.69	 90.06
  13.00	  12.90	10.5846	33.8956	25.9893	 5.80	252.31	0.251	  169.60	 88.67
  14.00	  13.89	10.5847	33.8953	25.9891	 5.81	252.73	0.255	  169.54	 87.88
  15.00	  14.89	10.5846	33.8958	25.9895	 5.81	252.73	0.252	  169.54	 86.77
  16.00	  15.88	10.5855	33.8963	25.9898	 5.82	253.33	0.263	  169.48	 86.12
  17.00	  16.87	10.5850	33.8967	25.9902	 5.82	253.48	0.263	  169.48	 84.51
  18.00	  17.86	10.5854	33.8990	25.9919	 5.81	253.02	0.269	  169.47	 83.94
  19.00	  18.86	10.5853	33.8973	25.9907	 5.81	252.83	0.272	  169.45	 82.93
  20.00	  19.85	10.5856	33.8977	25.9909	 5.82	253.30	0.264	  169.41	 81.80
  21.00	  20.84	10.5851	33.8974	25.9908	 5.82	253.24	0.255	  169.37	 80.86
  22.00	  21.83	10.5845	33.8990	25.9922	 5.81	252.77	0.265	  169.34	 79.80
  23.00	  22.82	10.5819	33.9015	25.9946	 5.81	252.84	0.263	  169.31	 78.83
  24.00	  23.82	10.5860	33.9024	25.9946	 5.81	253.09	0.280	  169.33	 77.75
  25.00	  24.81	10.5800	33.9030	25.9961	 5.82	253.14	0.269	  169.25	 77.05
  26.00	  25.80	10.5813	33.9029	25.9959	 5.81	253.08	0.258	  169.27	 75.73
  27.00	  26.79	10.5856	33.9041	25.9961	 5.82	253.12	0.266	  169.24	 74.77
  28.00	  27.79	10.5864	33.9040	25.9959	 5.81	252.98	0.268	  169.18	 73.71
  29.00	  28.78	10.5795	33.9035	25.9967	 5.79	252.04	0.270	  169.08	 72.76
  30.00	  29.77	10.5687	33.9059	26.0005	 5.78	251.80	0.256	  169.09	 72.00
  31.00	  30.76	10.5669	33.9058	26.0007	 5.78	251.50	0.255	  169.10	 70.93
  32.00	  31.76	10.5581	33.9044	26.0012	 5.76	250.65	0.265	  169.02	 69.66
  33.00	  32.75	10.5513	33.9030	26.0013	 5.75	250.41	0.251	  169.03	 68.71
  34.00	  33.74	10.5524	33.9034	26.0014	 5.76	250.82	0.240	  169.00	 67.76
  35.00	  34.73	10.5534	33.9030	26.0010	 5.75	250.23	0.250	  168.99	 66.65
  36.00	  35.72	10.5468	33.9031	26.0022	 5.73	249.26	0.245	  169.02	 66.09
  37.00	  36.72	10.5435	33.9021	26.0020	 5.67	246.77	0.243	  168.93	 65.09
  38.00	  37.71	10.5047	33.8980	26.0056	 5.50	239.24	0.242	  168.97	 63.95
  39.00	  38.70	10.3078	33.8845	26.0292	 5.13	223.44	0.186	  169.04	 62.70
  40.00	  39.69	10.0866	33.8725	26.0577	 4.91	213.87	0.145	  169.18	 61.74
  41.00	  40.69	10.0881	33.8720	26.0570	 4.90	213.11	0.141	  169.16	 60.77
  42.00	  41.68	10.0866	33.8746	26.0593	 4.82	209.79	0.145	  169.17	 59.68
  43.00	  42.67	10.0053	33.8782	26.0759	 4.64	201.85	0.150	  169.18	 58.74
  44.00	  43.66	 9.9139	33.8814	26.0938	 4.43	193.03	0.124	  169.22	 57.83
  45.00	  44.65	 9.7444	33.8781	26.1196	 4.26	185.39	0.100	  169.36	 56.80
  46.00	  45.65	 9.6735	33.8770	26.1305	 4.19	182.23	0.075	  169.40	 55.85
  47.00	  46.64	 9.6575	33.8774	26.1335	 4.14	180.17	0.068	  169.42	 54.70
  48.00	  47.63	 9.6418	33.8784	26.1369	 4.07	177.09	0.067	  169.45	 53.67
  49.00	  48.62	 9.6124	33.8778	26.1413	 4.03	175.51	0.067	  169.41	 52.79
  50.00	  49.62	 9.5889	33.8786	26.1458	 4.01	174.58	0.055	  169.44	 51.88
  51.00	  50.61	 9.5729	33.8803	26.1498	 3.96	172.19	0.054	  169.45	 50.67
  52.00	  51.60	 9.4973	33.8856	26.1663	 3.78	164.36	0.055	  169.48	 49.72
  53.00	  52.59	 9.3812	33.8945	26.1922	 3.63	158.19	0.053	  169.51	 48.97
  54.00	  53.58	 9.3045	33.9060	26.2137	 3.60	156.54	0.044	  169.55	 47.87
  55.00	  54.58	 9.2887	33.9101	26.2194	 3.52	153.05	0.042	  169.59	 46.61
  56.00	  55.57	 9.2803	33.9122	26.2224	 3.47	150.92	0.041	  169.63	 45.73
  57.00	  56.56	 9.2694	33.9143	26.2258	 3.43	149.45	0.041	  169.65	 44.74
  58.00	  57.55	 9.2570	33.9178	26.2306	 3.38	147.29	0.042	  169.65	 43.61
  59.00	  58.55	 9.2470	33.9204	26.2343	 3.35	145.96	0.041	  169.71	 42.63
  60.00	  59.54	 9.2399	33.9223	26.2369	 3.33	144.70	0.041	  169.69	 41.54
  61.00	  60.53	 9.2318	33.9243	26.2398	 3.30	143.51	0.041	  169.66	 40.56
  62.00	  61.52	 9.2268	33.9257	26.2418	 3.28	142.61	0.042	  169.69	 39.65
  63.00	  62.51	 9.2237	33.9268	26.2431	 3.25	141.27	0.040	  169.70	 38.59
  64.00	  63.51	 9.2174	33.9285	26.2455	 3.21	139.62	0.040	  169.74	 37.74
  65.00	  64.50	 9.2116	33.9296	26.2472	 3.14	136.81	0.040	  169.72	 36.74
  66.00	  65.49	 9.1934	33.9332	26.2531	 3.06	133.38	0.040	  169.69	 35.63
  67.00	  66.48	 9.1797	33.9367	26.2580	 2.99	130.25	0.041	  169.73	 34.54
  68.00	  67.47	 9.1708	33.9391	26.2613	 2.96	128.68	0.041	  169.70	 33.50
  69.00	  68.47	 9.1684	33.9402	26.2625	 2.92	127.03	0.040	  169.73	 32.56
  70.00	  69.46	 9.1630	33.9419	26.2648	 2.89	125.56	0.040	  169.80	 31.68
  71.00	  70.45	 9.1553	33.9450	26.2684	 2.87	124.68	0.041	  169.76	 30.65
  72.00	  71.44	 9.1474	33.9452	26.2699	 2.85	123.98	0.041	  169.75	 29.56
  73.00	  72.44	 9.1469	33.9449	26.2698	 2.81	122.36	0.041	  169.80	 28.57
  74.00	  73.43	 9.1054	33.9485	26.2793	 2.75	119.86	0.041	  169.79	 27.62
  75.00	  74.42	 9.0034	33.9574	26.3024	 2.73	118.83	0.040	  169.83	 26.55
  76.00	  75.41	 8.9836	33.9585	26.3064	 2.71	117.87	0.041	  169.83	 25.47
  77.00	  76.40	 8.9741	33.9589	26.3083	 2.68	116.60	0.040	  169.77	 24.58
  78.00	  77.40	 8.9610	33.9599	26.3112	 2.65	115.40	0.041	  169.73	 23.75
  79.00	  78.39	 8.9481	33.9603	26.3135	 2.63	114.44	0.040	  169.77	 22.74
  80.00	  79.38	 8.8888	33.9661	26.3274	 2.59	112.66	0.040	  169.79	 21.47
  81.00	  80.37	 8.8484	33.9714	26.3379	 2.48	107.83	0.040	  169.81	 20.48
  82.00	  81.36	 8.8256	33.9788	26.3473	 2.32	101.01	0.040	  169.82	 19.58
  83.00	  82.36	 8.7914	33.9928	26.3636	 2.25	 97.69	0.041	  169.90	 18.59
  84.00	  83.35	 8.7758	33.9971	26.3695	 2.20	 95.77	0.041	  169.97	 17.50
  85.00	  84.34	 8.7680	33.9995	26.3726	 2.17	 94.62	0.040	  169.91	 16.52
  86.00	  85.33	 8.7625	34.0007	26.3744	 2.21	 96.28	0.040	  169.90	 15.44
  87.00	  86.32	 8.7571	34.0020	26.3763	 2.20	 95.67	0.040	  169.88	 14.41
  88.00	  87.32	 8.7372	34.0061	26.3826	 2.10	 91.32	0.040	  169.91	 13.39
  89.00	  88.31	 8.7222	34.0113	26.3891	 2.01	 87.64	0.040	  169.94	 12.35
  90.00	  89.30	 8.6905	34.0202	26.4010	 1.97	 85.77	0.041	  169.88	 11.32
  91.00	  90.29	 8.6919	34.0213	26.4017	 1.98	 86.24	0.041	  169.33	 10.28
