* Sea-Bird SBE 9 Data:
* Software Version Seasave V 7.26.7.107
* Vessel: NOAA Ship Ronald H. Brown
* Cruise: RB2102, West Coast Ocean Acidification (WCOA) 2021
* Dates: 20210622 to 20210723
* Region: NE Pacific, USA West Coast
* Ports: San Diego, CA to Port Angeles, WA to San Diego, CA
* Chief Scientists: R. Feely, NOAA PMEL; D. Greeley, NOAA PMEL; B. Carter, NOAA PMEL / UW CICOES
* Contacts: R. Feely, richard.a.feely@noaa.gov; D. Greeley, dana.greeley@noaa.gov; B. Carter, brendan.carter@noaa.gov
* Station: 044
* Cast: 1
* Cast Date-Time [GMT]: 03-Jul-2021 04:37:49
* Longitude: -124.0869 W
* Latitude: 45.9163 N
* Water Depth [m]: 78.8
**********
* Column  1: Pressure [decibar]
* Column  2: Depth [m]
* Column  3: Temperature ITS-90 [degree C]
* Column  4: Salinity PSS-78 [psu]
* Column  5: Sigma-theta EOS-80 [kg/m^3 - 1000]
* Column  6: Oxygen [ml/L]
* Column  7: Oxygen [umol/kg]
* Column  8: Fluorescence [volts]
* Column  9: Oxygen Reduction Potential [mV]
* Column 10: Altimeter [m]
**********
*END*
   3.00	   2.98	16.9981	29.4185	21.2362	 7.15	312.58	0.141	  169.10	 76.91
   4.00	   3.97	17.0167	29.4128	21.2276	 7.16	313.07	0.152	  168.76	 76.31
   5.00	   4.96	17.0260	29.4428	21.2484	 7.16	312.98	0.144	  168.67	 74.98
   6.00	   5.95	16.9825	29.5674	21.3538	 7.19	314.42	0.140	  168.69	 73.79
   7.00	   6.94	16.5473	30.3674	22.0656	 7.36	321.60	0.155	  169.00	 73.07
   8.00	   7.93	16.0658	30.7729	22.4845	 7.39	322.98	0.151	  169.19	 71.86
   9.00	   8.93	15.9310	30.7955	22.5317	 7.32	319.73	0.196	  169.17	 71.29
  10.00	   9.92	15.8201	30.8111	22.5682	 7.26	317.02	0.219	  169.19	 69.88
  11.00	  10.91	15.5740	30.9325	22.7153	 7.23	315.76	0.212	  169.22	 68.90
  12.00	  11.90	14.2193	31.6429	23.5495	 7.18	313.18	0.242	  169.94	 68.13
  13.00	  12.89	13.2094	32.1025	24.1083	 6.80	296.68	0.309	  170.32	 66.76
  14.00	  13.88	12.7247	32.2119	24.2876	 6.46	281.53	0.289	  170.58	 66.06
