* Sea-Bird SBE 9 Data:
* Software Version Seasave V 7.26.7.107
* Vessel: NOAA Ship Ronald H. Brown
* Cruise: RB2102, West Coast Ocean Acidification (WCOA) 2021
* Dates: 20210622 to 20210723
* Region: NE Pacific, USA West Coast
* Ports: San Diego, CA to Port Angeles, WA to San Diego, CA
* Chief Scientists: R. Feely, NOAA PMEL; D. Greeley, NOAA PMEL; B. Carter, NOAA PMEL / UW CICOES
* Contacts: R. Feely, richard.a.feely@noaa.gov; D. Greeley, dana.greeley@noaa.gov; B. Carter, brendan.carter@noaa.gov
* Station: 019
* Cast: 1
* Cast Date-Time [GMT]: 28-Jun-2021 20:35:55
* Longitude: -124.7909 W
* Latitude: 48.3704 N
* Water Depth [m]: 76.7
**********
* Column  1: Pressure [decibar]
* Column  2: Depth [m]
* Column  3: Temperature ITS-90 [degree C]
* Column  4: Salinity PSS-78 [psu]
* Column  5: Sigma-theta EOS-80 [kg/m^3 - 1000]
* Column  6: Oxygen [ml/L]
* Column  7: Oxygen [umol/kg]
* Column  8: Fluorescence [volts]
* Column  9: Oxygen Reduction Potential [mV]
* Column 10: Altimeter [m]
**********
*END*
   3.00	   2.97	 8.2055	33.3169	25.9219	 2.85	124.23	0.052	  187.81	 74.94
   4.00	   3.97	 8.2236	33.3134	25.9164	 2.84	123.84	0.054	  186.94	 74.21
   5.00	   4.96	 8.2345	33.3136	25.9150	 2.86	124.50	0.055	  186.48	 72.61
   6.00	   5.95	 8.2248	33.3153	25.9177	 2.86	124.48	0.054	  186.45	 71.85
   7.00	   6.94	 8.2040	33.3210	25.9254	 2.87	124.81	0.054	  186.40	 71.43
   8.00	   7.93	 8.2202	33.3165	25.9194	 2.86	124.71	0.055	  186.35	 70.19
   9.00	   8.92	 8.1821	33.3196	25.9275	 2.86	124.62	0.056	  186.25	 68.86
  10.00	   9.92	 8.1439	33.3226	25.9356	 2.75	119.75	0.057	  186.22	 67.96
  11.00	  10.91	 7.8597	33.3635	26.0093	 2.67	116.23	0.058	  186.30	 66.92
  12.00	  11.90	 7.8339	33.3672	26.0160	 2.63	114.35	0.058	  186.27	 65.98
  13.00	  12.89	 7.8239	33.3717	26.0209	 2.60	113.17	0.061	  186.26	 65.12
  14.00	  13.88	 7.7882	33.3854	26.0369	 2.56	111.32	0.065	  186.17	 63.98
  15.00	  14.87	 7.7511	33.4060	26.0584	 2.53	110.04	0.064	  186.17	 62.95
  16.00	  15.86	 7.7202	33.4200	26.0739	 2.51	109.09	0.065	  186.17	 62.12
  17.00	  16.86	 7.6970	33.4298	26.0849	 2.48	108.07	0.065	  186.15	 61.16
  18.00	  17.85	 7.6606	33.4474	26.1040	 2.45	106.69	0.066	  186.12	 59.98
  19.00	  18.84	 7.6201	33.4683	26.1262	 2.41	104.98	0.062	  186.10	 59.01
  20.00	  19.83	 7.5802	33.4889	26.1481	 2.38	103.52	0.062	  186.07	 57.95
  21.00	  20.82	 7.5256	33.5179	26.1787	 2.34	101.99	0.061	  186.06	 56.85
  22.00	  21.81	 7.5081	33.5275	26.1887	 2.33	101.36	0.058	  186.02	 55.97
  23.00	  22.80	 7.5065	33.5285	26.1897	 2.32	100.82	0.058	  186.03	 55.06
  24.00	  23.80	 7.4972	33.5333	26.1948	 2.29	 99.76	0.058	  185.99	 53.99
  25.00	  24.79	 7.4429	33.5615	26.2247	 2.26	 98.47	0.056	  186.02	 52.90
  26.00	  25.78	 7.4119	33.5767	26.2410	 2.23	 97.13	0.055	  185.99	 51.90
  27.00	  26.77	 7.3627	33.6027	26.2683	 2.19	 95.42	0.054	  185.98	 51.06
  28.00	  27.76	 7.3102	33.6306	26.2977	 2.15	 93.73	0.052	  185.99	 50.04
  29.00	  28.75	 7.1940	33.6945	26.3642	 2.07	 90.28	0.051	  185.98	 48.80
  30.00	  29.75	 7.1303	33.7275	26.3989	 2.01	 87.57	0.048	  186.02	 47.91
  31.00	  30.74	 7.0556	33.7675	26.4407	 1.97	 85.81	0.047	  185.96	 46.92
