* Sea-Bird SBE 9 Data:
* Software Version Seasave V 7.26.7.107
* Vessel: NOAA Ship Ronald H. Brown
* Cruise: RB2102, West Coast Ocean Acidification (WCOA) 2021
* Dates: 20210622 to 20210723
* Region: NE Pacific, USA West Coast
* Ports: San Diego, CA to Port Angeles, WA to San Diego, CA
* Chief Scientists: R. Feely, NOAA PMEL; D. Greeley, NOAA PMEL; B. Carter, NOAA PMEL / UW CICOES
* Contacts: R. Feely, richard.a.feely@noaa.gov; D. Greeley, dana.greeley@noaa.gov; B. Carter, brendan.carter@noaa.gov
* Station: 065
* Cast: 1
* Cast Date-Time [GMT]: 06-Jul-2021 23:01:25
* Longitude: -124.416 W
* Latitude: 41.9752 N
* Water Depth [m]: 83.5
**********
* Column  1: Pressure [decibar]
* Column  2: Depth [m]
* Column  3: Temperature ITS-90 [degree C]
* Column  4: Salinity PSS-78 [psu]
* Column  5: Sigma-theta EOS-80 [kg/m^3 - 1000]
* Column  6: Oxygen [ml/L]
* Column  7: Oxygen [umol/kg]
* Column  8: Fluorescence [volts]
* Column  9: Oxygen Reduction Potential [mV]
* Column 10: Altimeter [m]
**********
*END*
   3.00	   2.98	10.5916	33.4587	25.6474	 6.21	270.31	0.222	  157.92	 81.45
   4.00	   3.97	10.4571	33.4630	25.6741	 6.17	268.61	0.258	  157.93	 80.66
   5.00	   4.96	10.3174	33.4604	25.6961	 6.00	261.26	0.268	  157.95	 79.71
   6.00	   5.95	 9.9352	33.4578	25.7588	 5.59	243.45	0.318	  158.08	 78.72
   7.00	   6.95	 9.7430	33.4689	25.7994	 5.37	233.96	0.288	  158.38	 77.75
   8.00	   7.94	 9.7098	33.4741	25.8090	 5.23	227.51	0.252	  158.48	 76.88
   9.00	   8.93	 9.6591	33.4774	25.8200	 5.09	221.66	0.232	  158.53	 75.48
  10.00	   9.92	 9.5724	33.5051	25.8558	 4.85	211.05	0.205	  158.64	 74.57
  11.00	  10.91	 9.5266	33.5226	25.8771	 4.74	206.16	0.217	  158.74	 73.90
  12.00	  11.91	 9.5066	33.5315	25.8873	 4.58	199.28	0.182	  158.78	 72.78
  13.00	  12.90	 9.4640	33.5518	25.9101	 4.45	193.59	0.156	  158.83	 71.72
