* Sea-Bird SBE 9 Data:
* Software Version Seasave V 7.26.7.107
* Vessel: NOAA Ship Ronald H. Brown
* Cruise: RB2102, West Coast Ocean Acidification (WCOA) 2021
* Dates: 20210622 to 20210723
* Region: NE Pacific, USA West Coast
* Ports: San Diego, CA to Port Angeles, WA to San Diego, CA
* Chief Scientists: R. Feely, NOAA PMEL; D. Greeley, NOAA PMEL; B. Carter, NOAA PMEL / UW CICOES
* Contacts: R. Feely, richard.a.feely@noaa.gov; D. Greeley, dana.greeley@noaa.gov; B. Carter, brendan.carter@noaa.gov
* Station: 131
* Cast: 1
* Cast Date-Time [GMT]: 22-Jul-2021 10:05:15
* Longitude: -119.9589 W
* Latitude: 32.4181 N
* Water Depth [m]: 891.1
**********
* Column  1: Pressure [decibar]
* Column  2: Depth [m]
* Column  3: Temperature ITS-90 [degree C]
* Column  4: Salinity PSS-78 [psu]
* Column  5: Sigma-theta EOS-80 [kg/m^3 - 1000]
* Column  6: Oxygen [ml/L]
* Column  7: Oxygen [umol/kg]
* Column  8: Fluorescence [volts]
* Column  9: Oxygen Reduction Potential [mV]
* Column 10: Altimeter [m]
**********
*END*
   3.00	   2.98	17.2053	33.6038	24.3944	 5.82	253.70	0.096	  150.68	 15.21
   4.00	   3.97	17.2034	33.6048	24.3957	 5.85	254.86	0.095	  150.44	 97.70
   5.00	   4.96	17.2062	33.6054	24.3955	 5.87	255.78	0.097	  149.52	 99.70
   6.00	   5.96	17.2058	33.6053	24.3956	 5.86	255.56	0.096	  149.54	 99.71
   7.00	   6.95	17.2065	33.6054	24.3956	 5.87	256.04	0.097	  149.48	 99.71
   8.00	   7.94	17.2067	33.6053	24.3955	 5.88	256.18	0.096	  149.48	 99.70
   9.00	   8.94	17.2061	33.6054	24.3957	 5.87	256.12	0.092	  149.47	 99.71
  10.00	   9.93	17.2068	33.6054	24.3956	 5.87	255.83	0.098	  149.51	 99.71
  11.00	  10.92	17.2063	33.6053	24.3957	 5.87	255.92	0.094	  149.43	 99.71
  12.00	  11.92	17.2045	33.6049	24.3959	 5.87	255.95	0.095	  149.43	 99.71
  13.00	  12.91	17.2051	33.6051	24.3959	 5.88	256.14	0.095	  149.38	 99.71
  14.00	  13.90	17.2053	33.6051	24.3958	 5.88	256.30	0.094	  149.42	 99.71
  15.00	  14.89	17.2038	33.6048	24.3960	 5.88	256.37	0.096	  149.33	 99.71
